,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,ULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
30495,,Malaysia,,,,77,507
30496,,Malta,,,,27,211
30497,,Mauritius,,,,20,143
30498,,Mexico,,,,,
30499,,Morocco,,,,,
30500,,Mozambique,,,,,
30501,,Netherlands,,,,1752,7969
30502,,New Zealand,,,,,
30503,,Nigeria,,,,620,4102
30504,,Norway,,,,80,518
30505,,O.Asia(Tai.For.Pe.Ki,,,,,
30506,,Oman,,,,168,1080
30507,,Panama,,,,,
30508,,Paraguay,,,,,
30509,,Peru,,,,150,759
30510,,Philippines,,,,,
30511,,Poland,,,,203,1225
30512,,Portugal,,,,297,2102
30513,,Qatar,,,,3370,21599
30514,,Romania,,,,,
30515,,Russian Federation,,,,836,5779
30516,,Saudi Arabia,,,,3660,26486
30517,,Senegal,,,,,
30518,,Singapore,,,,3744,16370
30519,,Slovakia/Slovak R.,,,,114,844
30520,,Slovenia,,,,17,120
30521,,South Africa,,,,15,131
30522,,Spain,,,,865,4265
30523,,Sri Lanka,,,,,
30524,,Sudan,,,,,
30525,,Sweden,,380,3311,1033,5355
30526,,Switzerland,,,,22,124
30527,,Tunisia,,,,35,295
30528,,Turkey,,,,,
30529,,U.S.America,,352,1646,61864,285833
30530,,Uganda,,,,,
30531,,United Arab Emirates,,,,837,4635
30532,,United Kingdom,,,,22693,109321
30533,,Viet Nam,,,,,
30534,62113300.0,OTH GAR MEN/BOYS OF M/MADE FIB,DOZ,1746,12288,32145,199872
30535,,Australia,,,,11,63
30536,,Austria,,,,30,202
30537,,Belgium,,,,161,1666
30538,,Bolivia,,,,64,450
30539,,Brazil,,,,,
30540,,Cameroon,,,,,
30541,,Canada,,,,2,11
30542,,China,,,,,
30543,,Colombia,,,,105,621
30544,,Croatia,,,,,
30545,,Czech Republic,,,,15,112
30546,,Denmark,,,,18,125
30547,,Estonia,,,,600,5032
30548,,Finland,,,,,
30549,,France,,,,1870,13662
30550,,Germany,,55,289,3599,22584
30551,,Ghana,,,,,
30552,,Greece,,,,153,916
30553,,Guyana,,,,,
30554,,Iraq,,,,5,34
30555,,Ireland,,,,835,5343
30556,,Italy,,,,3132,20635
30557,,Kenya,,,,642,1874
30558,,Malaysia,,,,3,16
30559,,Mali,,,,187,1512
30560,,Malta,,,,,
30561,,Mexico,,,,,
30562,,Netherlands,,,,,
30563,,New Zealand,,,,,
30564,,Norway,,,,,
30565,,O.Asia(Tai.For.Pe.Ki,,,,,
30566,,Poland,,,,95,727
30567,,Portugal,,,,6,48
30568,,Qatar,,,,33,291
30569,,Saudi Arabia,,10,67,10,67
30570,,Senegal,,,,,
30571,,Serbia,,,,,
30572,,Singapore,,,,,
30573,,South Africa,,,,,
30574,,Spain,,360,2782,1222,7921
30575,,Sweden,,,,378,2488
30576,,Switzerland,,,,,
30577,,U.S.America,,311,2104,4791,29927
30578,,Ukraine,,,,298,2907
30579,,United Arab Emirates,,,,7718,41518
30580,,United Kingdom,,1010,7047,6162,39124
30581,,"Venezuela,Bolivar. R",,,,,
30582,62113900.0,OTH GAR MEN/BOYS OF TEX MATERI,DOZ,1906,14364,64674,340692
30583,,Afghanistan,,,,,
30584,,Australia,,,,818,6440
30585,,Austria,,,,,
30586,,Bahrain,,,,,
30587,,Belgium,,,,135,892
30588,,Brunei Darussalam,,,,457,2134
30589,,Canada,,345,2794,679,4910
30590,,Chile,,,,93,811
30591,,Czech Republic,,,,238,856
30592,,Denmark,,500,4146,3811,15356
30593,,Equatorial G.(Ri.Mi),,,,601,4567
30594,,Estonia,,,,,
30595,,Fiji,,,,,
30596,,Finland,,,,170,924
30597,,France,,,,3474,17321
30598,,Germany,,,,8479,33987
30599,,Greece,,,,240,2622
30600,,Hungary,,,,3,23
30601,,India,,,,,
30602,,Ireland,,,,2341,14807
30603,,Italy,,,,1515,10294
30604,,Japan,,,,788,3615
30605,,"Korea, Republic of",,,,135,597
30606,,Kuwait,,,,153,473
30607,,Lebanon,,,,34,233
30608,,Malaysia,,,,46,313
30609,,Netherlands,,991,7146,6907,33750
30610,,New Zealand,,,,233,1522
30611,,Nigeria,,,,5,26
30612,,Norway,,,,,
30613,,Oman,,,,88,578
30614,,Panama,,,,95,642
30615,,Poland,,,,65,283
30616,,Portugal,,,,792,6079
30617,,Qatar,,,,741,3604
30618,,Romania,,,,22,166
30619,,Russian Federation,,,,276,904
30620,,Saudi Arabia,,,,1829,13863
30621,,Serbia,,,,,
30622,,Singapore,,,,361,1043
30623,,Slovenia,,,,178,930
30624,,Spain,,,,1166,6246
30625,,St. Lucia,,,,18,200
30626,,St.Kitts and Nevis,,,,30,270
30627,,Sweden,,,,,
30628,,Switzerland,,,,23,135
30629,,Thailand,,,,,
30630,,U.S.America,,,,17137,88145
30631,,United Arab Emirates,,,,1271,4730
30632,,United Kingdom,,70,277,9227,56401
30633,62114200.0,OTH GAR WOM/GIRL OF COTTON,DOZ,5272,35771,42960,316126
30634,,Afghanistan,,,,70,406
30635,,Australia,,,,262,1892
30636,,Austria,,,,228,618
30637,,Belgium,,,,86,424
30638,,Canada,,,,154,1235
30639,,China,,,,,
30640,,Czech Republic,,,,31,252
30641,,Finland,,,,100,447
30642,,France,,,,800,4831
30643,,Germany,,121,783,6527,37545
30644,,Greece,,,,,
30645,,Hong Kong S.A.Re.Chi,,,,,
30646,,Ireland,,,,,
30647,,Italy,,,,1224,7123
30648,,Japan,,,,,
30649,,Kuwait,,,,13,105
30650,,Latvia,,,,129,784
30651,,Lithuania,,,,748,5674
30652,,Malaysia,,,,25,136
30653,,Netherlands,,7,57,304,2153
30654,,New Zealand,,,,,
30655,,Norway,,,,624,1651
30656,,O.Asia(Tai.For.Pe.Ki,,,,,
30657,,Qatar,,,,,
30658,,Saudi Arabia,,,,1293,8349
30659,,Singapore,,,,,
30660,,South Africa,,,,60,504
30661,,Spain,,65,624,592,2553
30662,,Sweden,,,,,
30663,,Thailand,,,,5,17
30664,,U.S.America,,4997,33561,23172,202900
30665,,Uganda,,,,,
30666,,United Arab Emirates,,,,316,1555
30667,,United Kingdom,,82,746,6197,34969
30668,62114300.0,OTH GAR WOM/GIRL OF M/MADE FIB,DOZ,1768,8563,18845,104024
30669,,Australia,,,,,
30670,,Belgium,,,,2525,12365
30671,,Brazil,,,,14,95
30672,,Canada,,,,40,173
30673,,Estonia,,,,28,164
30674,,Germany,,,,115,756
30675,,Ireland,,,,,
30676,,Italy,,,,1061,6470
30677,,Mauritius,,,,2,15
30678,,Netherlands,,,,,
30679,,Senegal,,,,,
30680,,Spain,,,,493,3062
30681,,Sweden,,,,110,852
30682,,Switzerland,,,,,
30683,,Trinidad and Tobago,,,,28,79
30684,,U.S.America,,13,120,4814,29312
30685,,United Arab Emirates,,,,140,920
30686,,United Kingdom,,1755,8443,9475,49761
30687,62114900.0,OTH GAR WOM/GIRL OF TEX MATERI,DOZ,15533,69352,90351,452277
30688,,Afghanistan,,,,30,248
30689,,Australia,,,,1191,6731
30690,,Austria,,2,11,3317,10208
30691,,Bahrain,,,,483,2784
30692,,Belgium,,,,527,4421
30693,,Brazil,,,,,
30694,,Bulgaria,,,,,
30695,,Canada,,,,2645,8927
30696,,Chile,,,,82,341
30697,,Croatia,,,,88,663
30698,,Cyprus,,,,70,459
30699,,Czech Republic,,,,410,2023
30700,,Denmark,,,,290,1414
30701,,Estonia,,445,2424,5635,25554
30702,,Finland,,,,746,2253
30703,,France,,766,5130,6178,41448
30704,,Germany,,592,3315,24889,120566
30705,,Greece,,,,656,2739
30706,,Guyana,,,,,
30707,,Hong Kong S.A.Re.Chi,,,,2,18
30708,,Hungary,,,,385,1660
30709,,Ireland,,,,1420,7141
30710,,Italy,,,,494,3219
30711,,Japan,,,,121,761
30712,,Jordan,,,,80,718
30713,,Kazakstan,,,,374,1272
30714,,Kenya,,,,53,207
30715,,Korea D.P.Republic,,,,,
30716,,"Korea, Republic of",,,,140,948
30717,,Kuwait,,,,71,274
30718,,Kyrgyzstan/Kyrgyz R.,,,,428,1053
30719,,Lithuania,,,,,
30720,,Malaysia,,1336,5350,1386,5703
30721,,Mauritius,,,,80,354
30722,,Mexico,,,,,
30723,,Morocco,,,,312,2041
30724,,Netherlands,,,,2533,17279
30725,,New Zealand,,,,53,547
30726,,Nigeria,,,,,
30727,,Norway,,,,54,392
30728,,Oman,,,,188,1181
30729,,Philippines,,,,8,38
30730,,Poland,,,,534,2873
30731,,Portugal,,,,867,5817
30732,,Qatar,,,,117,724
30733,,Romania,,,,,
30734,,Russian Federation,,,,320,1283
30735,,Saudi Arabia,,,,196,1240
30736,,Seychelles,,,,,
30737,,Singapore,,47,188,219,850
30738,,Slovakia/Slovak R.,,,,504,2623
30739,,South Africa,,,,230,1476
30740,,Spain,,1830,7140,6102,28151
30741,,Sri Lanka,,,,,
30742,,Sudan,,,,,
30743,,Sweden,,,,355,2181
30744,,Switzerland,,,,309,1223
30745,,Thailand,,,,,
30746,,U.S.America,,238,1044,7853,42293
30747,,United Arab Emirates,,516,2665,1091,6817
30748,,United Kingdom,,9761,42085,16235,79140
30749,62121000.0,BRASSIERES,DOZ,325,1790,46402,132424
30750,,Australia,,,,45,125
30751,,Bahrain,,,,,
30752,,Canada,,,,180,480
30753,,Germany,,225,1224,545,2738
30754,,Italy,,,,44,187
30755,,Netherlands,,,,,
30756,,Norway,,,,,
30757,,Russian Federation,,,,175,900
30758,,Senegal,,,,32,137
30759,,Spain,,100,566,100,566
30760,,Sweden,,,,630,987
30761,,U.S.America,,,,10947,37818
30762,,United Arab Emirates,,,,33498,88075
30763,,United Kingdom,,,,192,378
30764,,Yemen,,,,14,32
30765,62122000.0,GIRDLES AND PANTY-GIRDLES,DOZ,3254,26534,39666,220428
30766,,Germany,,,,230,904
30767,,Kuwait,,,,,
30768,,Nigeria,,,,,
30769,,Russian Federation,,,,9,29
30770,,U.S.America,,3254,26534,39427,219495
30771,62123000.0,CORSELETTES,DOZ,500,3242,20120,72535
30772,,Australia,,,,,
30773,,Belgium,,,,,
30774,,Canada,,,,,
30775,,Czech Republic,,,,,
30776,,France,,,,,
30777,,Germany,,80,530,2869,10241
30778,,Switzerland,,,,,
30779,,U.S.America,,420,2712,16195,59070
30780,,United Kingdom,,,,942,2760
30781,,Viet Nam,,,,114,463
30782,62129000.0,"BRACES,SUSPENDERS,GARTER&PARTS",DOZ,200,1151,4695,14917
30783,,Australia,,,,25,136
30784,,Austria,,,,,
30785,,Bulgaria,,,,46,101
30786,,Canada,,,,592,779
30787,,Czech Republic,,,,178,363
30788,,France,,,,255,1014
30789,,Germany,,50,182,354,1586
30790,,Hong Kong S.A.Re.Chi,,,,17,49
30791,,Iraq,,,,,
30792,,Italy,,,,61,233
30793,,Japan,,,,60,166
30794,,"Korea, Republic of",,,,,
30795,,Malaysia,,,,,
30796,,Netherlands,,150,969,2113,7049
30797,,Poland,,,,79,425
30798,,Romania,,,,,
30799,,Saudi Arabia,,,,103,171
30800,,Senegal,,,,,
30801,,Spain,,,,65,210
30802,,Switzerland,,,,2,5
30803,,Thailand,,,,,
30804,,Turkey,,,,50,107
30805,,U.S.America,,,,160,439
30806,,United Arab Emirates,,,,165,948
30807,,United Kingdom,,,,179,468
30808,,Viet Nam,,,,191,667
30809,62132000.0,HANDKERCHIEFS OF COTTON,DOZ,,,2115,2616
30810,,Bangladesh,,,,,
30811,,France,,,,,
30812,,Germany,,,,245,1250
30813,,Ghana,,,,570,206
30814,,Japan,,,,,
30815,,Malaysia,,,,1050,1113
30816,,Philippines,,,,,
30817,,Thailand,,,,250,46
30818,,U.S.America,,,,,
30819,,United Arab Emirates,,,,,
30820,,United Kingdom,,,,,
30821,62139000.0,HANDKERCHIEFS OF OTH TEX MAT,DOZ,495,269,2798,2751
30822,,Australia,,,,,
30823,,Azerbaijan,,,,,
30824,,Bahrain,,,,,
30825,,Bangladesh,,170,79,545,1058
30826,,Fiji,,,,22,11
30827,,France,,,,1299,1022
30828,,Germany,,,,47,224
30829,,Italy,,,,,
30830,,Kazakstan,,110,87,590,289
30831,,Philippines,,,,80,43
30832,,Saudi Arabia,,,,,
30833,,Somalia,,,,,
30834,,United Arab Emirates,,215,104,215,104
30835,62141000.0,"SHAWLS,SCARVES ETC & LIKE SILK",DOZ,4,28,1525,4158
30836,,Australia,,,,,
30837,,Canada,,,,,
30838,,Croatia,,,,,
30839,,Denmark,,,,4,11
30840,,France,,,,,
30841,,Germany,,,,1084,2398
30842,,Japan,,,,,
30843,,Singapore,,,,5,16
30844,,South Africa,,4,28,4,28
30845,,U.S.America,,,,,
30846,,United Kingdom,,,,428,1706
30847,62142000.0,"SHAWLS,SCARVES ETC & LIKE WOOL",DOZ,50,208,394,2119
30848,,Argentina,,,,,
30849,,Kuwait,,,,10,40
30850,,Oman,,,,325,1797
30851,,Saudi Arabia,,,,9,74
30852,,United Kingdom,,50,208,50,208
30853,62143000.0,"SHAWL,SCARVE ETC&LIKE SYN FIB",DOZ,,,4752,12959
30854,,Bangladesh,,,,,
30855,,Belgium,,,,449,1822
30856,,Canada,,,,,
30857,,China,,,,2130,1213
30858,,France,,,,66,171
30859,,Germany,,,,37,224
30860,,Ireland,,,,1,4
30861,,Kuwait,,,,3,9
30862,,Singapore,,,,,
30863,,Turkey,,,,2038,9439
30864,,U.S.America,,,,,
30865,,United Arab Emirates,,,,,
30866,,United Kingdom,,,,28,77
30867,62144000.0,"SHAWL,SCARVE ETC&LIKE ART MAT",DOZ,,,2475,5420
30868,,Germany,,,,2200,4696
30869,,Italy,,,,,
30870,,Saudi Arabia,,,,,
30871,,Spain,,,,,
30872,,Thailand,,,,1,6
30873,,U.S.America,,,,74,263
30874,,United Arab Emirates,,,,200,455
30875,62149010.0,SHAWLS OF OTH TEXTILE MATERIAL,DOZ,334,2310,16721,96385
30876,,Argentina,,,,43,102
30877,,Bahrain,,,,,
30878,,Bangladesh,,,,55,341
30879,,China,,,,1,2
30880,,Hong Kong S.A.Re.Chi,,,,,
30881,,Iran ( Islamic R.),,,,,
30882,,Italy,,,,38,272
30883,,Japan,,,,,
30884,,Kuwait,,,,17,107
30885,,Lebanon,,,,5,20
30886,,Malaysia,,,,,
30887,,Mauritius,,,,,
30888,,Portugal,,,,,
30889,,Qatar,,,,130,558
30890,,Saudi Arabia,,100,693,11901,74203
30891,,Singapore,,,,34,90
30892,,South Africa,,,,1,3
30893,,South Sudan,,,,664,1988
30894,,U.S.America,,,,344,1492
30895,,United Arab Emirates,,82,553,1203,7053
30896,,United Kingdom,,152,1064,2285,10154
30897,62149020.0,SCARVE OF OTH TEXTILE MATERIAL,DOZ,966,2113,8842,27299
30898,,Argentina,,,,359,939
30899,,Austria,,,,16,84
30900,,Bangladesh,,8,20,8,20
30901,,Belgium,,,,133,176
30902,,Canada,,,,,
30903,,Czech Republic,,,,,
30904,,Ecuador,,,,,
30905,,Finland,,,,25,83
30906,,Germany,,256,551,1871,5701
30907,,Greece,,,,75,174
30908,,Indonesia,,,,138,360
30909,,Italy,,,,,
30910,,Japan,,,,,
30911,,"Korea, Republic of",,,,5,11
30912,,Malaysia,,,,,
30913,,Mauritius,,,,12,37
30914,,Nepal,,,,,
30915,,Netherlands,,,,,
30916,,New Zealand,,,,17,50
30917,,Panama,,,,2096,5892
30918,,Qatar,,,,6,4
30919,,Saudi Arabia,,,,70,347
30920,,Senegal,,,,,
30921,,Singapore,,,,3,7
30922,,Somalia,,,,,
30923,,South Africa,,,,2,8
30924,,Spain,,,,167,316
30925,,Sri Lanka,,,,4,14
30926,,U.S.America,,72,223,3133,11458
30927,,United Arab Emirates,,617,1282,627,1308
30928,,United Kingdom,,13,37,75,310
30929,62149030.0,DUPATTA OF OTH TEXTILE MAT,DOZ,,,2042,4869
30930,,Bangladesh,,,,24,106
30931,,India,,,,40,225
30932,,Japan,,,,,
30933,,Mauritius,,,,25,80
30934,,Oman,,,,5,16
30935,,Qatar,,,,24,60
30936,,U.S.America,,,,6,16
30937,,United Arab Emirates,,,,1816,4025
30938,,United Kingdom,,,,102,341
30939,62149040.0,VEILS(BURQA)OF OTH TEX MAT,DOZ,28,150,528,2439
30940,,Belgium,,,,5,22
30941,,Italy,,,,,
30942,,Japan,,,,,
30943,,Kenya,,,,,
30944,,Mauritius,,,,36,166
30945,,Netherlands,,,,30,181
30946,,New Zealand,,,,,
30947,,Poland,,,,15,76
30948,,Thailand,,,,15,120
30949,,Tunisia,,,,17,66
30950,,U.S.America,,,,68,401
30951,,United Kingdom,,28,150,342,1407
30952,62149090.0,"OTH SCARVE,SHAWL,VEIL & LIKE",DOZ,365,1731,6729,16720
30953,,Afghanistan,,,,,
30954,,Australia,,,,,
30955,,Bahrain,,,,,
30956,,Bangladesh,,,,,
30957,,Canada,,,,210,660
30958,,Chile,,,,6,21
30959,,Denmark,,,,33,75
30960,,Gambia,,,,,
30961,,Germany,,,,,
30962,,Hong Kong S.A.Re.Chi,,,,,
30963,,Indonesia,,,,17,63
30964,,Ireland,,,,,
30965,,Italy,,,,8,28
30966,,Japan,,,,9,35
30967,,"Korea, Republic of",,,,8,22
30968,,Malaysia,,,,40,218
30969,,New Zealand,,,,,
30970,,Oman,,,,41,138
30971,,Panama,,,,5375,11421
30972,,Philippines,,,,,
30973,,Saudi Arabia,,,,1,7
30974,,Sweden,,,,15,45
30975,,Switzerland,,,,42,164
30976,,U.S.America,,15,75,68,260
30977,,United Arab Emirates,,,,415,1684
30978,,United Kingdom,,350,1656,441,1879
30979,62152000.0,"TIES,BOW TIES&CRAVATS M/M FIB",DOZ,,,4414,9790
30980,,Denmark,,,,3968,8788
30981,,Germany,,,,114,452
30982,,Qatar,,,,,
30983,,Sweden,,,,,
30984,,United Kingdom,,,,332,550
30985,62159000.0,"TIES,BOW TIES&CRAVATS TEX MAT",DOZ,,,4172,9555
30986,,Australia,,,,102,733
30987,,Canada,,,,,
30988,,France,,,,33,30
30989,,"Korea, Republic of",,,,30,82
30990,,Morocco,,,,275,275
30991,,New Zealand,,,,425,318
30992,,Qatar,,,,28,77
30993,,Solomon Islands,,,,3100,7436
30994,,Sudan,,,,,
30995,,U.S.America,,,,70,263
30996,,United Arab Emirates,,,,,
30997,,United Kingdom,,,,109,340
30998,62160010.0,GLOVES OF TEXTILE FABRICS,DOZ,58206,133167,1576928,2092129
30999,,Albania,,,,50,129
31000,,Argentina,,162,301,7881,13422
31001,,Aruba,,,,7,33
31002,,Australia,,605,841,12852,15696
31003,,Austria,,185,293,2844,3205
31004,,Bahrain,,,,140,289
31005,,Belgium,,1207,1911,120450,114604
31006,,Bosnia & Herzegovina,,,,,
31007,,Brazil,,60,103,9245,10989
31008,,Brunei Darussalam,,,,1800,1059
31009,,Bulgaria,,,,1500,487
31010,,Canada,,101,301,39421,42811
31011,,Chile,,895,1784,5266,6535
31012,,China,,,,2986,2248
31013,,Colombia,,85,158,1706,2682
31014,,Costa Rica,,,,660,1313
31015,,Croatia,,,,220,99
31016,,Czech Republic,,,,19835,21232
31017,,Denmark,,,,5955,11868
31018,,Ecuador,,,,6910,4444
31019,,Egypt(U.A.R.),,,,1506,3501
31020,,Estonia,,,,,
31021,,Finland,,88,204,11007,11389
31022,,France,,5199,5410,143001,176874
31023,,Germany,,1150,1827,84506,111423
31024,,Greece,,1000,2650,8668,13392
31025,,Guatemala,,,,6050,6074
31026,,Hong Kong S.A.Re.Chi,,,,1160,1697
31027,,Hungary,,500,947,5162,7176
31028,,Iceland,,,,200,100
31029,,India,,,,9177,10329
31030,,Indonesia,,100,146,682,1140
31031,,Ireland,,515,1287,8849,10680
31032,,Italy,,,,88366,113906
31033,,Japan,,260,589,8963,13753
31034,,Jordan,,,,220,392
31035,,Kazakstan,,,,,
31036,,"Korea, Republic of",,250,364,8765,8717
31037,,Kuwait,,,,8300,9490
31038,,Latvia,,,,15754,8169
31039,,Lithuania,,,,,
31040,,Macao.China,,,,,
31041,,Malaysia,,220,458,1936,3087
31042,,Mexico,,,,1835,3352
31043,,Morocco,,,,,
31044,,Netherlands,,2481,3677,81624,82222
31045,,New Zealand,,,,1766,2727
31046,,Nigeria,,,,,
31047,,Norway,,,,1529,2236
31048,,O.Asia(Tai.For.Pe.Ki,,,,440,386
31049,,Oman,,,,609,850
31050,,Peru,,,,575,1136
31051,,Philippines,,630,753,630,753
31052,,Poland,,,,11898,14406
31053,,Portugal,,85,200,6655,8579
31054,,Qatar,,,,10492,16944
31055,,Reunion,,,,205,165
31056,,Romania,,,,1506,730
31057,,Russian Federation,,,,1427,3105
31058,,Saudi Arabia,,,,2461,2688
31059,,Serbia,,,,140,75
31060,,Singapore,,11,29,4331,3866
31061,,Slovakia/Slovak R.,,,,695,476
31062,,Slovenia,,,,825,1311
31063,,South Africa,,,,2229,2761
31064,,Spain,,1500,2591,31057,49589
31065,,Sri Lanka,,,,797,1132
31066,,Sweden,,1470,3605,31247,41719
31067,,Switzerland,,740,1353,12395,16725
31068,,Thailand,,,,1359,1147
31069,,Turkey,,,,49429,33379
31070,,U.R.of Tanzania,,,,242,1470
31071,,U.S.America,,36066,95777,471223,723811
31072,,Ukraine,,,,1732,4573
31073,,United Arab Emirates,,,,108826,169090
31074,,United Kingdom,,2641,5608,82816,134704
31075,,Uruguay,,,,1725,1222
31076,,Viet Nam,,,,208,366
31077,62160020.0,MITTENS & MITTS OF TEX FABRICS,DOZ,5050,7262,152979,134898
31078,,Australia,,,,,
31079,,Belgium,,,,730,730
31080,,Brazil,,,,,
31081,,France,,4890,7088,15962,17176
31082,,Germany,,,,720,623
31083,,Italy,,,,,
31084,,Malaysia,,,,,
31085,,Netherlands,,,,123485,106688
31086,,Philippines,,,,,
31087,,Singapore,,,,16,17
31088,,Sweden,,,,,
31089,,Switzerland,,,,,
31090,,U.S.America,,160,174,9321,8174
31091,,United Kingdom,,,,2745,1490
31092,62171000.0,MADE UP CLOTHING ACCESSORIES,DOZ,30007,49216,281724,419246
31093,,Argentina,,,,265,316
31094,,Australia,,306,396,3855,5261
31095,,Austria,,,,250,281
31096,,Bahrain,,,,,
31097,,Bangladesh,,,,275,418
31098,,Belarus,,,,17,27
31099,,Belgium,,350,567,9958,12163
31100,,Brazil,,,,2087,2767
31101,,Burkina Faso(Fr.Up.V,,,,,
31102,,Canada,,1035,1655,3434,4718
31103,,Chile,,,,603,817
31104,,China,,,,160,248
31105,,Colombia,,,,34,51
31106,,Costa Rica,,,,230,342
31107,,Croatia,,,,816,1192
31108,,Cyprus,,,,420,523
31109,,Czech Republic,,,,303,397
31110,,Denmark,,70,88,524,722
31111,,Djibouti,,,,416,588
31112,,Ecuador,,,,,
31113,,Egypt(U.A.R.),,,,159,265
31114,,Estonia,,74,118,174,236
31115,,Finland,,,,658,854
31116,,France,,4720,8697,16069,26957
31117,,Germany,,2563,2709,20145,33548
31118,,Ghana,,,,,
31119,,Greece,,,,836,1297
31120,,Haiti,,,,147,221
31121,,Hong Kong S.A.Re.Chi,,,,165,221
31122,,Hungary,,100,134,422,623
31123,,India,,,,,
31124,,Ireland,,440,805,3201,4440
31125,,Italy,,95,159,13044,18821
31126,,Jamaica,,,,3595,4742
31127,,Japan,,,,5897,9051
31128,,Kenya,,,,74,116
31129,,"Korea, Republic of",,,,310,393
31130,,Kuwait,,500,939,640,1128
31131,,Latvia,,65,164,387,594
31132,,Lithuania,,,,1662,1949
31133,,Madagascar,,571,709,2000,2730
31134,,Malawi,,,,,
31135,,Malaysia,,,,4182,5688
31136,,Malta,,,,242,416
31137,,Mauritius,,,,50,60
31138,,Mexico,,250,373,363,514
31139,,Morocco,,,,50,68
31140,,Netherlands,,2050,2161,10987,15949
31141,,New Zealand,,550,846,2023,3709
31142,,Nigeria,,,,,
31143,,Norway,,345,455,4236,6481
31144,,O.Asia(Tai.For.Pe.Ki,,,,1210,751
31145,,Oman,,40,81,3598,5076
31146,,Panama,,,,,
31147,,Peru,,,,78,110
31148,,Philippines,,,,25,30
31149,,Poland,,,,3396,4310
31150,,Portugal,,,,357,485
31151,,Qatar,,,,4235,9055
31152,,Romania,,250,382,385,533
31153,,Russian Federation,,,,567,1128
31154,,Saudi Arabia,,,,167,784
31155,,Singapore,,,,2129,2888
31156,,Slovakia/Slovak R.,,105,191,300,467
31157,,Slovenia,,,,719,954
31158,,South Africa,,,,854,1018
31159,,Spain,,175,461,5262,7844
31160,,Sri Lanka,,,,1101,1541
31161,,Sudan,,,,,
31162,,Sweden,,,,1638,2424
31163,,Switzerland,,157,228,1050,1256
31164,,Thailand,,,,45,73
31165,,Togo,,,,705,1009
31166,,Turkey,,,,437,859
31167,,U.R.of Tanzania,,,,,
31168,,U.S.America,,6300,12485,62506,94948
31169,,United Arab Emirates,,3,4,4364,5256
31170,,United Kingdom,,8893,14407,70721,103871
31171,,Uruguay,,,,510,676
31172,62179000.0,PARTS OF GAR/CLOTH ACCESSORI,DOZ,1064,1416,20287,30409
31173,,Australia,,,,,
31174,,Belgium,,,,2610,4336
31175,,Brazil,,,,,
31176,,Canada,,,,1496,1912
31177,,Czech Republic,,,,122,158
31178,,Denmark,,,,11,15
31179,,Ethiopia,,,,5,6
31180,,Finland,,100,166,584,1007
31181,,France,,,,,
31182,,Germany,,,,427,533
31183,,India,,,,,
31184,,Italy,,,,908,1206
31185,,"Korea, Republic of",,,,,
31186,,Lithuania,,,,89,109
31187,,Netherlands,,370,423,370,423
31188,,Oman,,,,528,849
31189,,Panama,,,,150,219
31190,,Poland,,,,3915,6998
31191,,Singapore,,,,,
31192,,South Africa,,,,44,60
31193,,Spain,,424,588,2778,3672
31194,,Sri Lanka,,,,41,59
31195,,Sweden,,,,237,384
31196,,U.S.America,,150,213,3078,4297
31197,,United Arab Emirates,,,,234,321
31198,,United Kingdom,,20,26,2660,3845
31199,,Uruguay,,,,,
31200,63011000.0,ELECTRIC BLANKETS,NO,,,153,147
31201,,Afghanistan,,,,153,147
31202,,U.S.America,,,,,
31203,,United Arab Emirates,,,,,
31204,63012000.0,BLANKET/TRAVEL RUGS OF WOOL/H,NO,,,559,713
31205,,Ireland,,,,7,11
31206,,Turkey,,,,552,702
31207,,U.S.America,,,,,
31208,63013000.0,BLANKET/TRAVEL RUGS OF COTTON,NO,158777,116665,3552413,1934944
31209,,Afghanistan,,,,2130,976
31210,,Australia,,10204,8614,288552,119957
31211,,Austria,,2550,1371,2550,1371
31212,,Bahrain,,,,5738,2561
31213,,Brunei Darussalam,,,,1320,767
31214,,Bulgaria,,,,3425,2317
31215,,Canada,,42395,31679,145298,92164
31216,,China,,,,705,608
31217,,Croatia,,,,22675,13558
31218,,Cyprus,,,,9014,3876
31219,,Czech Republic,,,,,
31220,,Denmark,,,,7506,4456
31221,,Egypt(U.A.R.),,,,4217,2741
31222,,France,,,,7628,4402
31223,,Germany,,13750,11608,203947,151771
31224,,Ghana,,,,,
31225,,Greece,,,,26777,17851
31226,,Hong Kong S.A.Re.Chi,,,,545,355
31227,,Ireland,,,,10781,7829
31228,,Italy,,1000,867,2853,2173
31229,,"Korea, Republic of",,,,20000,11306
31230,,Kuwait,,,,6279,5172
31231,,Lithuania,,,,1114,488
31232,,Malaysia,,10000,8403,165714,88729
31233,,Mexico,,,,15000,13113
31234,,Netherlands,,704,497,42522,31515
31235,,New Zealand,,,,22105,12317
31236,,Norway,,1880,1470,41463,27595
31237,,O.Asia(Tai.For.Pe.Ki,,,,39975,19799
31238,,Oman,,,,39053,15701
31239,,Philippines,,,,,
31240,,Poland,,1800,1153,17543,9044
31241,,Puerto Rico,,,,489,298
31242,,Qatar,,,,60798,37329
31243,,Russian Federation,,,,,
31244,,Saudi Arabia,,18606,9001,175430,100807
31245,,Singapore,,,,16857,10550
31246,,Slovakia/Slovak R.,,,,,
