HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6,JUNE.1,Unnamed: 8,CUMULATIVE FROM JULY.1,Unnamed: 10
,,,QUANTITY,VALUE,QUANTITY,VALUE,QUANTITY,VALUE,QUANTIT,VALUE
,Jordan,,,,1952,1067,,,810,391
,Kuwait,,,,,,,,6500,1062
,Madagascar,,,,,,,,7200,1657
,Mauritius,,,,20,7,,,4579,840
,Netherlands,,66,21,1551,505,,,4650,1742
,Panama,,,,2885,772,,,,
,Paraguay,,,,2900,723,,,,
,Poland,,,,785,251,,,,
,Qatar,,,,,,,,300,62
,South Africa,,,,15750,2190,,,17872,4867
,South Sudan,,,,600,246,,,,
,Spain,,,,,,,,5008,1643
,Sri Lanka,,,,5000,1043,,,4965,2111
,Sudan,,,,,,,,6919,1863
,U.R.of Tanzania,,,,,,,,6262,1632
,U.S.America,,,,33954,11433,,,598578,178536
,United Arab Emirates,,,,3170,1232,,,123394,33007
,United Kingdom,,,,,,,,250,70
58030000,"GAUZE,OTHER THAN NARROW FABRIC",SQM,,,640,142,,,232,115
,France,,,,40,11,,,,
,Italy,,,,,,,,232,115
,Saudi Arabia,,,,600,130,,,,
58041000,TULLES AND OTHER NET FABRICS,KG,1554,583,3600,1362,,,551,167
,Bangladesh,,,,,,,,280,82
,Ecuador,,,,1100,412,,,,
,Germany,,1554,583,2354,896,,,,
,Nigeria,,,,,,,,240,73
,Saudi Arabia,,,,,,,,31,12
,U.S.America,,,,146,55,,,,
58042100,"LACE MACHINE MADE,M-MADE FIBRE",KG,770,316,324502,146652,22045,11311,383934,161031
,Benin,,,,,,,,36000,16843
,Germany,,,,,,,,54,26
,Nigeria,,,,,,,,16360,7403
,Oman,,,,,,,,40,11
,Saudi Arabia,,,,264675,120646,17527,8939,106284,53895
,South Africa,,770,316,2755,982,,,643,286
,Sri Lanka,,,,1660,674,,,,
,United Arab Emirates,,,,55352,24323,4518,2372,224553,82568
,United Kingdom,,,,60,26,,,,
58042900,"OTH,LACE MACHINE MADE,OTH MAT.",KG,6190,1913,136642,42171,11768,3950,179479,55824
,Belgium,,11,4,11,4,,,,
,Brazil,,,,,,,,6134,1871
,Canada,,22,8,22,8,,,,
,Germany,,,,,,,,17550,3879
,Hong Kong S.A.Re.Chi,,,,30,6,,,,
,India,,,,752,356,,,2712,734
,"Korea, Republic of",,,,,,,,80,28
,Kuwait,,,,18000,6738,,,,
,Madagascar,,,,60,19,,,,
,Malaysia,,,,468,218,,,,
,Maldives,,,,,,,,450,210
,Mauritius,,,,405,101,,,485,167
,Norway,,,,34,17,,,,
,Oman,,,,,,8,4,28,15
,Portugal,,,,,,,,8690,1944
,Qatar,,,,110,38,,,,
,Saudi Arabia,,3478,1066,77118,22459,8775,2777,81551,24794
,Singapore,,,,,,,,10,4
,South Africa,,1632,444,13079,3767,2619,1049,24242,8500
,Sri Lanka,,,,516,57,,,150,56
,Togo,,,,,,,,2020,629
,Tunisia,,,,400,125,,,,
,U.S.America,,53,19,83,27,,,1110,330
,United Arab Emirates,,,,5092,1794,44,18,28001,10670
,United Kingdom,,994,373,20462,6439,322,101,6266,1992
58043000,LACE HAND MADE,KG,221,91,56079,24408,,,143168,41369
,Australia,,,,6,2,,,,
,Germany,,,,40,16,,,,
,India,,150,62,309,128,,,203,48
,Malaysia,,,,,,,,31004,6049
,Mauritius,,,,,,,,133,26
,New Zealand,,,,,,,,730,215
,Oman,,,,216,96,,,255,56
,Poland,,,,800,297,,,,
,Qatar,,,,,,,,32,12
,Saudi Arabia,,,,32275,14128,,,10,5
,South Africa,,,,18,9,,,1434,393
,Sri Lanka,,,,490,193,,,2977,553
,U.S.America,,,,819,411,,,,
,United Arab Emirates,,71,29,19195,8433,,,100184,32784
,United Kingdom,,,,1911,696,,,6206,1229
58050000,"H/ WOVEN,ND/WORK TAPSTRIES.",KG,,,34,41,,,,
,United Kingdom,,,,34,41,,,,
58061000,WOV.PILE FAB.& CHENILLE FABRIC,SQM,,,,,,,10823,3596
,Colombia,,,,,,,,3023,892
,Cyprus,,,,,,,,581,300
,Morocco,,,,,,,,7219,2404
58062000,OTH WOV. FAB. ELASTOMERIC YARN,SQM,162,57,2612,695,,,30,10
,Sri Lanka,,162,57,162,57,,,,
,U.S.America,,,,930,235,,,,
,United Arab Emirates,,,,,,,,30,10
,United Kingdom,,,,1520,403,,,,
58063100,"OTH NARROW WOV FAB, OF COTTON.",SQM,405,81,2647,446,,,18947,5349
,United Arab Emirates,,405,81,2647,446,,,18947,5349
58063200,"OTH NARROW WOV FAB,M/MADE FIB.",SQM,,,10221,225,,,224,20
,Malaysia,,,,40,20,,,,
,Morocco,,,,74,7,,,,
,U.S.America,,,,55,5,,,224,20
,United Kingdom,,,,10052,193,,,,
58063900,"OTH,NARROW WOV.FAB,TEX.MAT",SQM,205,113,564,182,1642,229,2456,800
,Canada,,,,,,,,10,2
,India,,,,,,1642,229,1642,229
,Italy,,,,300,37,,,,
,Kenya,,205,113,205,113,,,,
,Saudi Arabia,,,,,,,,800,567
,United Arab Emirates,,,,59,32,,,,
,United Kingdom,,,,,,,,4,2
58064000,"OTH FABRICS,WARP W/OUT WEFTASM",SQM,205350,27610,1341194,308103,51590,29507,428557,240278
,Algeria,,,,6890,2184,,,8143,5096
,Canada,,42323,5629,185812,44033,7870,5294,37789,26250
,China,,,,7788,4883,197,194,34521,15331
,Finland,,,,107958,27046,,,21765,14978
,Germany,,,,,,,,13380,4563
,Greece,,,,35180,11904,7924,5534,55959,29305
,Italy,,93731,12185,315312,60197,11351,6394,38992,19861
,"Korea, Republic of",,,,,,,,6393,5412
,Netherlands,,,,30000,3736,,,4757,3925
,O.Asia(Tai.For.Pe.Ki,,,,800,353,,,,
,Poland,,,,3013,1989,,,,
,Spain,,,,71063,18803,10101,6583,28961,15494
,Sri Lanka,,,,3541,2293,,,,
,Sweden,,63859,8621,548847,123296,3939,2966,151770,89825
,Thailand,,,,3321,1821,3074,1683,6800,3725
,Turkey,,,,4055,621,,,,
,United Kingdom,,5437,1175,17614,4943,7134,858,19327,6513
58071010,"BADGES, WOVEN",KG,13398,21242,159501,234382,22842,34503,177875,288130
,Anguilla,,,,,,,,203,308
,Antigua and Barbuda,,,,1310,1690,,,,
,Australia,,,,1048,1725,,,40,90
,Austria,,657,986,2854,4415,20,31,208,387
,Bangladesh,,,,,,,,30,47
,Belarus,,,,,,,,100,145
,Belgium,,,,,,,,536,1475
,Botswana,,,,,,,,130,188
,Brazil,,,,160,258,,,,
,Brunei Darussalam,,,,42,62,,,,
,Canada,,,,3755,4073,395,767,3314,5576
,China,,90,135,2218,3485,,,1015,1772
,Czech Republic,,,,28,38,,,,
,Denmark,,,,,,,,460,552
,Ecuador,,,,648,959,55,67,240,329
,El Salvador,,,,,,,,57,128
,Fiji,,,,6,9,,,,
,Finland,,,,822,1364,,,520,812
,France,,389,1584,19229,29339,2938,3959,26529,40155
,Germany,,1000,1623,17829,25859,650,1214,5986,9408
,Greece,,,,17,24,,,150,269
,Hong Kong S.A.Re.Chi,,,,784,1189,,,280,366
,Hungary,,,,,,,,66,101
,India,,,,1205,136,,,,
,Iraq,,,,,,,,1000,1972
,Ireland,,43,65,43,65,,,550,921
,Italy,,6424,9636,39743,57603,10900,16936,32885,50502
,Japan,,1119,1678,19248,30127,3090,3582,24401,31252
,Jordan,,,,420,605,,,264,503
,Kenya,,,,111,167,,,140,307
,"Korea, Republic of",,265,399,862,1351,50,103,2609,3450
,Lebanon,,,,190,261,,,,
,Malaysia,,333,499,5079,7895,689,1196,10712,20116
,Maldives,,,,410,709,,,135,323
,Malta,,,,,,,,13,26
,Mauritius,,,,,,,,60,124
,Netherlands,,56,84,876,1206,270,669,670,1262
,New Zealand,,,,,,,,45,55
,Nigeria,,,,1933,2817,,,,
,Norway,,200,303,2651,3986,415,688,1397,2859
,O.Asia(Tai.For.Pe.Ki,,,,170,251,,,2089,2038
,Oman,,2286,3430,2286,3430,145,188,2780,5737
,Poland,,,,2189,3187,320,569,1135,1975
,Portugal,,,,20,47,,,,
,Qatar,,100,157,740,1118,,,100,223
,Romania,,,,,,,,249,564
,Singapore,,102,156,2869,4138,75,123,3215,6046
,South Africa,,,,330,485,,,102,159
,Spain,,4,6,2641,4007,515,962,1705,3319
,Sri Lanka,,,,319,580,,,5754,12910
,Sweden,,,,3443,4794,,,1125,1904
,Switzerland,,,,209,306,40,62,330,463
,Thailand,,,,841,1449,,,1055,1892
,Turkey,,69,104,1189,1856,,,280,674
,U.S.America,,,,4636,7497,,,10113,13630
,United Arab Emirates,,,,3177,4809,,,4802,7100
,United Kingdom,,261,398,10921,15011,2275,3387,27746,52585
,Zambia,,,,,,,,550,1131
58071020,RIBBONS,KG,10964,4697,172774,78036,2820,3022,72412,38383
,Australia,,,,,,,,49,31
,Bangladesh,,1570,675,8321,3427,,,13729,4455
,Belgium,,,,100,45,,,,
,Brunei Darussalam,,,,100,52,,,,
,Canada,,2028,872,7387,3358,,,1784,1641
,France,,,,,,,,40,18
,Germany,,,,108113,48904,,,33983,18146
,Greece,,,,150,67,,,,
,Norway,,,,,,70,269,1189,474
,Portugal,,1142,491,12592,6659,,,6061,2868
,Spain,,646,278,1046,456,,,4138,1364
,Sri Lanka,,3818,1624,27214,11619,2750,2754,9372,7559
,U.S.America,,,,1231,430,,,,
,United Kingdom,,1760,757,6520,3019,,,2059,1811
,Zimbabwe,,,,,,,,8,16
58071030,TAPES,KG,45,25,6004,2097,1766,784,15140,6751
,Bahrain,,,,,,,,1492,804
,Canada,,,,2000,607,,,2745,1460
,France,,,,10,3,,,405,199
,Germany,,,,90,28,,,,
,Ghana,,,,70,23,,,,
,India,,,,168,77,,,8030,3066
,Indonesia,,,,,,1600,715,1600,715
,Ireland,,,,,,,,50,44
,Italy,,,,,,,,7,3
,Malaysia,,,,,,,,5,3
,Netherlands,,,,36,11,,,,
,Norway,,,,70,29,,,,
,Saudi Arabia,,,,,,,,67,28
,South Africa,,,,,,,,43,44
,Spain,,,,290,174,,,,
,Turkey,,,,210,64,,,,
,U.S.America,,,,581,289,,,288,152
,United Arab Emirates,,45,25,375,156,166,68,408,233
,United Kingdom,,,,2104,636,,,,
58071040,WEBBING,KG,,,7721,2741,500,201,3815,1668
,Bahrain,,,,200,83,,,,
,Bangladesh,,,,,,,,340,175
,China,,,,,,500,201,500,201
,Lebanon,,,,2920,876,,,,
,U.S.America,,,,111,46,,,30,17
,United Arab Emirates,,,,4490,1736,,,2945,1276
58071090,OTH WOV.ARTICLES PIECE/STRIP,KG,30033,48630,273721,454050,35901,60065,296192,754806
,Albania,,,,4684,7834,,,,
,Algeria,,,,554,887,,,,
,Australia,,358,610,2549,3865,350,660,3346,9911
,Austria,,168,336,2515,4939,255,428,2483,6071
,Bahrain,,401,802,3546,6964,236,341,5089,13743
,Bangladesh,,,,475,571,,,43,112
,Belgium,,274,411,2424,4883,511,673,2958,8214
,Botswana,,,,,,,,239,608
,Brazil,,,,,,,,754,3129
,Brunei Darussalam,,,,,,,,100,405
,Bulgaria,,,,518,911,,,,
,Canada,,723,1084,4966,9429,1035,1596,3380,7629
,Chile,,1776,2664,2672,4063,280,302,2069,5303
,China,,1297,1946,1802,2583,60,89,1700,2786
,Colombia,,,,1033,2370,,,895,1731
,Croatia,,,,,,,,140,368
,Czech Republic,,,,117,204,,,75,141
,Denmark,,157,1048,3786,7950,643,928,3031,7076
,Djibouti,,200,401,427,835,645,482,685,660
,Dominican Republic,,,,,,,,150,356
,Ecuador,,,,142,252,,,331,886
,Egypt(U.A.R.),,,,,,,,266,775
,Estonia,,,,775,1590,145,235,832,2062
,Ethiopia,,,,232,457,,,7,15
,Fiji,,,,758,1428,266,281,1646,3475
,Finland,,,,335,641,,,328,998
,France,,2100,4015,10590,20188,1364,3755,12770,40915
,French Polynesia,,,,,,,,7,58
,Germany,,874,1311,12619,21100,6015,7510,18002,39442
,Ghana,,275,413,1293,2346,,,,
,Gibraltar,,72,108,72,108,,,,
,Greece,,,,1970,3410,230,409,2400,5586
,Hong Kong S.A.Re.Chi,,,,180,201,,,40,161
,Hungary,,,,,,,,40,57
,Iceland,,,,,,160,381,200,552
,India,,53,53,225,367,,,365,501
,Indonesia,,,,,,,,80,145
,Ireland,,619,1019,3157,5771,155,512,2920,7108
,Italy,,3593,5381,22499,36557,2779,4735,17990,49305
,Jamaica,,,,118,240,,,,
,Japan,,,,1454,2443,65,166,4206,9653
,Jordan,,,,245,417,,,100,223
,Kenya,,,,293,402,45,71,1084,2855
,"Korea, Republic of",,,,1467,1096,,,182,786
,Kuwait,,,,76,131,,,365,735
,Latvia,,,,158,309,,,,
,Lebanon,,,,54,118,,,860,3038
,Liberia,,,,56,114,,,100,209
,Lithuania,,410,616,2375,3755,135,190,1407,3819
,Madagascar,,,,51,104,,,,
,Malaysia,,4163,6245,26831,42589,1410,3013,5389,13570
,Malta,,,,70,154,,,205,426
,Mexico,,,,20,42,,,180,797
,Myanmar,,,,,,,,130,284
,Netherlands,,300,606,3105,5423,395,658,3018,6837
,New Zealand,,407,815,1992,3534,345,578,3492,9275
,Nigeria,,40,63,40,63,,,,
,Norway,,254,508,10689,19758,2300,2909,9060,19900
,Oman,,22,38,972,1789,520,591,3315,8431
,Panama,,,,519,867,,,,
,Papua New Guinea,,,,40,76,,,,
,Philippines,,,,312,453,,,180,270
,Poland,,634,951,2832,2865,785,1467,3788,12802
,Portugal,,277,412,1433,2642,,,355,1599
,Qatar,,,,693,1287,,,791,1877
,Romania,,,,,,160,173,722,1422
,Russian Federation,,,,70,51,,,51,201
,Saudi Arabia,,,,160,250,90,127,1899,2688
,Singapore,,475,712,5419,7757,,,2373,2483
,South Africa,,107,214,2087,3449,,,662,1565
,Spain,,126,253,2658,4503,805,1652,2434,6271
,Sri Lanka,,247,495,4523,8994,1260,2064,5787,11522
,Sudan,,,,,,,,658,2061
,Sweden,,1087,2174,9945,15200,895,1713,3916,8827
,Switzerland,,,,956,1719,,,433,1254
,Thailand,,,,270,375,,,2894,6753
,Trinidad and Tobago,,,,52,36,,,,
,Tunisia,,,,,,,,300,539
,Turkey,,130,298,485,991,,,106,468
,U.S.America,,3783,5675,32553,56443,7767,12259,55059,142202
,Uganda,,,,,,,,195,321
,Ukraine,,,,180,365,,,,
,United Arab Emirates,,11,16,13259,19577,140,270,3190,7355
,United Kingdom,,4620,6939,57434,89104,3655,8848,91689,240633
,Uruguay,,,,400,999,,,246,531
,Viet Nam,,,,460,861,,,10,45
58079000,"OTH,LABELS,BADGES&ART.TEX/MAT",KG,1935,2607,87765,53298,4238,4801,237642,109534
,Afghanistan,,,,100,31,,,960,360
,Albania,,,,2800,852,,,,
,Australia,,51,77,1370,885,,,1400,327
,Austria,,,,300,61,,,700,360
,Azerbaijan,,,,67,100,,,400,179
,Bahrain,,782,1174,15918,10791,550,560,16826,7202
,Bangladesh,,,,4108,3921,,,131,68
,Belgium,,,,,,,,2088,1009
,Botswana,,,,,,,,464,116
,Bulgaria,,,,828,429,,,,
,Canada,,,,651,605,,,2592,897
,China,,,,40,24,,,480,203
,Djibouti,,33,49,93,139,50,60,150,106
,Ecuador,,,,,,,,423,275
,Egypt(U.A.R.),,137,206,2640,1608,,,3387,1477
,Ethiopia,,,,385,440,,,164,75
,Finland,,,,,,,,96,36
,France,,,,33,38,165,329,20697,9891
,French Polynesia,,38,57,38,57,,,,
,Germany,,,,1705,919,,,5350,2223
,Greece,,,,14,17,,,70,28
,Haiti,,,,112,103,,,5,2
,India,,20,30,1550,421,,,560,235
,Italy,,,,99,99,,,17081,5522
,Japan,,,,1767,1465,,,2840,1407
,Jordan,,100,150,3616,3144,,,10520,4470
,Kenya,,,,914,191,,,,
,Korea D.P.Republic,,,,,,,,500,137
,"Korea, Republic of",,,,7126,2656,300,334,4496,1870
,Kuwait,,,,586,361,,,102,61
,Lebanon,,10,15,10,15,,,1050,875
,Lithuania,,,,4,5,,,,
,Madagascar,,,,846,454,,,200,68
,Malaysia,,,,127,125,,,4548,3211
,Mexico,,,,221,252,,,,
,Mozambique,,,,1500,465,,,,
,Netherlands,,,,,,65,90,253,157
,New Zealand,,,,1100,543,,,311,133
,Nigeria,,,,195,74,,,,
,Norway,,,,42,70,,,911,305
,O.Asia(Tai.For.Pe.Ki,,,,,,1000,1042,1000,1042
,Oman,,,,,,,,400,175
,Paraguay,,,,75,49,,,,
,Poland,,,,677,220,,,200,131
,Puerto Rico,,,,,,,,54,68
,Qatar,,,,168,52,,,665,355
,Romania,,,,18,21,,,1500,454
,Russian Federation,,57,85,854,521,,,,
,Saudi Arabia,,,,1502,707,,,3,2
,Serbia,,,,80,101,,,,
,Singapore,,,,480,489,,,200,100
,South Africa,,77,115,4401,1119,60,131,2247,890
,Spain,,,,813,860,,,30,11
,Sri Lanka,,,,,,,,11200,4699
,Turkey,,,,,,,,1900,791
,U.S.America,,230,189,6948,5220,224,285,23240,10660
,United Arab Emirates,,400,461,13445,8467,1584,1616,34263,14007
,United Kingdom,,,,7399,4113,240,354,60725,32748
,"Venezuela,Bolivar. R",,,,,,,,260,116
58081000,BRAIDS IN THE PIECE,KG,,,8344,4218,730,400,13251,5746
,Australia,,,,4629,2243,,,1400,718
,Finland,,,,,,730,400,2480,1206
,France,,,,,,,,2450,1118
,Kuwait,,,,,,,,5200,1962
,Netherlands,,,,3000,1768,,,,
,New Zealand,,,,715,207,,,,
,Saudi Arabia,,,,,,,,354,156
,United Arab Emirates,,,,,,,,1367,585
58089000,"OTH,ORNAMENTAL TRIM,TASSEL ETC",KG,,,14546,6464,782,782,15054,9463
,Afghanistan,,,,140,63,,,,
,Australia,,,,2040,616,,,420,264
,Bahrain,,,,8,4,,,,
,Finland,,,,616,368,,,340,317
,Germany,,,,2454,1273,,,1000,646
,Italy,,,,,,,,42,24
,Japan,,,,1200,625,,,,
,"Korea, Republic of",,,,1650,475,,,,
,Malaysia,,,,19,10,,,,
,Mexico,,,,,,782,782,6618,4316
,Netherlands,,,,,,,,1630,973
,New Zealand,,,,,,,,609,364
,Saudi Arabia,,,,,,,,32,13
,Singapore,,,,5000,2312,,,,
,Thailand,,,,,,,,75,92
,U.S.America,,,,1114,562,,,2353,1429
,United Arab Emirates,,,,222,119,,,1910,1013
,United Kingdom,,,,,,,,25,10
,Zambia,,,,83,37,,,,
58090000,WOV FAB.OF METAL TAREAD/YARN.,KG,,,315,795,,,,
,U.S.America,,,,315,795,,,,
58101000,EMBROIDERY W/OUT VISIBLE GROND,KG,12847,6920,90781,50699,2175,1103,19618,7938
,Algeria,,,,,,,,9000,2869
,Australia,,,,95,52,,,,
,Austria,,256,141,616,346,,,,
,Belgium,,,,,,,,600,328
,Botswana,,,,1540,847,,,,
,Canada,,150,83,995,605,,,,
,China,,,,3260,1862,180,92,180,92
,Denmark,,,,2063,1095,,,,
,France,,2180,1199,30874,18106,1605,810,4118,1705
,Germany,,4108,2113,7384,3425,,,,
,Italy,,623,343,10479,5727,190,97,190,97
,Japan,,,,545,319,,,,
,Jordan,,,,,,,,100,54
,"Korea, Republic of",,,,,,,,1000,594
,Netherlands,,147,81,1512,788,,,,
,Norway,,,,736,176,,,,
,Poland,,,,1486,880,,,,
,Saudi Arabia,,,,110,63,,,,
,Singapore,,,,650,197,,,,
,South Africa,,,,377,196,,,,
,Spain,,,,1977,1100,,,,
,Tunisia,,,,491,285,,,,
,U.S.America,,202,111,5182,3091,200,104,498,177
,United Arab Emirates,,,,1268,951,,,548,227
,United Kingdom,,5181,2850,19141,10586,,,3384,1795
58109100,"OTHER EMBROIDERY,OF COTTON",KG,427,285,2014,1209,130,130,11632,5262
,Afghanistan,,,,,,130,130,130,130
,Australia,,,,200,111,,,,
,India,,196,108,522,299,,,,
,Italy,,,,120,56,,,,
,Portugal,,,,,,,,22,9
,Saudi Arabia,,,,361,239,,,,
,Sudan,,,,,,,,10101,4425
,Turkey,,,,,,,,10,5
,United Arab Emirates,,231,177,728,450,,,1365,691
,United Kingdom,,,,83,54,,,4,2
58109200,"OTH EMBROIDERY,M-MADE FIBRES",KG,883,296,3553,1206,,,3420,1060
,Austria,,,,,,,,323,102
,Belgium,,883,296,883,296,,,,
,Czech Republic,,,,70,32,,,,
,France,,,,,,,,211,64
,Germany,,,,,,,,10,4
,Greece,,,,500,166,,,2600,794
,"Korea, Republic of",,,,,,,,20,6
,United Arab Emirates,,,,2100,713,,,,
,United Kingdom,,,,,,,,256,88
58109900,OTH TEXTILE MATERIAL.,KG,13286,7382,126851,72793,183,366,5745,4013
,Afghanistan,,,,2954,1007,,,,
,Austria,,,,,,,,30,73
,Belgium,,,,568,320,,,,
,Brazil,,,,630,390,,,,
,Canada,,,,177,208,,,73,255
,Chile,,,,1995,1363,,,,
,Denmark,,,,640,319,,,,
,Estonia,,,,569,542,,,,
,France,,2095,1096,31193,17503,183,366,2095,2204
,Germany,,,,229,119,,,,
,Greece,,,,553,184,,,,
,Italy,,1316,505,22961,13567,,,1775,245
,Japan,,,,773,418,,,1450,891
,Malaysia,,,,840,462,,,,
,Norway,,,,784,456,,,,
,Paraguay,,1820,1040,2543,1895,,,,
,Poland,,,,464,343,,,,
,Reunion,,,,40,21,,,,
,South Africa,,,,1000,111,,,,
,Spain,,3932,2241,4132,2397,,,,
,Sri Lanka,,,,,,,,212,136
,Sweden,,,,1367,258,,,,
,U.S.America,,3745,2284,47102,27859,,,110,208
,United Arab Emirates,,,,73,24,,,,
,United Kingdom,,378,215,5264,3025,,,,
58110000,QUILTED TEXTILE PRODUCT PIECE.,KG,4765,3144,54664,73610,,,159864,98343
,Algeria,,,,190,94,,,,
,Italy,,3485,2440,3485,2440,,,29579,21036
,Netherlands,,,,94,519,,,,
,Poland,,,,,,,,5,2
,Spain,,1280,704,2300,1277,,,,
,United Arab Emirates,,,,,,,,23,12
,United Kingdom,,,,48595,69280,,,130257,77294
59011000,"TEX FAB.GUM COATED/AMYLAC,SUBS",KG,1045,418,7754,3067,,,15615,6397
,Azerbaijan,,,,,,,,2218,832
,Kazakstan,,1045,418,7624,3028,,,2000,1252
,Romania,,,,,,,,11397,4313
,United Arab Emirates,,,,130,39,,,,
59019010,BUCKRAM,KG,487,112,83015,26450,15714,6667,215215,92389
,Australia,,,,60,23,,,,
,Bahrain,,,,2,1,,,,
,Belgium,,,,75,11,,,,
,Egypt(U.A.R.),,,,13421,6060,9640,5095,89276,45171
,Iran ( Islamic R.),,,,,,,,13733,5043
,Kazakstan,,,,8740,1904,,,,
,Mexico,,,,,,,,178,89
,Norway,,,,30,7,,,,
,Oman,,,,,,,,180,94
,Romania,,,,14352,4196,,,8390,3341
,Saudi Arabia,,,,16166,4263,,,6,4
,South Africa,,,,,,,,20,6
,Sri Lanka,,,,6736,1922,,,25445,13433
,U.S.America,,,,77,18,,,,
,United Arab Emirates,,487,112,22967,7915,6074,1571,77797,25151
,United Kingdom,,,,389,131,,,190,58
59019090,"OTH TEXTILE FAB, GUM COATED",KG,,,,,,,204,107
,Afghanistan,,,,,,,,200,105
,Saudi Arabia,,,,,,,,4,2
59021000,TYRE CORD FAB HIT.YARN NYLPLMD,KG,,,,,,,1921,862
,United Kingdom,,,,,,,,1921,862
59022000,TYRE CORD FAB H/T YARN POLYSTR,KG,,,,,,,11273,4326
,Bulgaria,,,,,,,,3276,955
,Netherlands,,,,,,,,4448,1668
,Sweden,,,,,,,,1149,651
,Switzerland,,,,,,,,2400,1052
59029000,"OTH,TYRE CORD FAB YARN VIS-RYN",KG,,,2675,1102,,,4486,3112
,Afghanistan,,,,,,,,400,104
,Czech Republic,,,,,,,,3000,1740
,India,,,,,,,,286,215
,Kuwait,,,,275,115,,,,
,United Arab Emirates,,,,2400,987,,,800,1052
59031000,"TEX.FAB.IMP,COV/LMTD PICAL.",KG,,,24871,9268,3538,1427,23463,10289
,Bahrain,,,,,,104,57,17244,7617
,Bangladesh,,,,,,,,2645,1233
,Benin,,,,12446,4091,,,,
,Kenya,,,,4907,1924,3434,1370,3434,1370
,New Zealand,,,,300,60,,,,
,O.Asia(Tai.For.Pe.Ki,,,,655,313,,,,
,Philippines,,,,120,50,,,,
,Saudi Arabia,,,,706,318,,,40,28
,Thailand,,,,5737,2513,,,,
,U.S.America,,,,,,,,100,42
59032000,"TEX.FAB IMP,COATED,POLYURETHAN",KG,20549,6473,86361,30184,,,14968,7161
,Bangladesh,,,,20273,6433,,,,
,China,,,,23,7,,,,
,Czech Republic,,,,,,,,1400,667
,Estonia,,,,,,,,300,165
,India,,20549,6473,65905,23714,,,7368,3775
,Sri Lanka,,,,,,,,1500,674
,United Arab Emirates,,,,,,,,3500,1505
,Viet Nam,,,,160,30,,,900,374
59039000,"OTH,TEX FAB IMP,LAM, PLASTIC.",KG,3011,1063,177756,85322,14092,9648,254133,138397
,Bangladesh,,,,29064,12980,,,19540,9425
,Belgium,,,,148,77,,,762,451
,China,,,,72473,38247,5279,5279,54404,34823
,Djibouti,,,,664,365,,,3000,1362
,Egypt(U.A.R.),,,,25270,11572,,,,
,Germany,,134,67,252,120,,,,
,Italy,,,,,,249,52,249,52
,Netherlands,,,,,,1958,1494,103307,59662
,New Zealand,,,,205,125,,,1050,615
,Oman,,,,55,26,,,,
,Philippines,,,,65,34,,,,
,Qatar,,,,2030,1030,,,,
,Saudi Arabia,,1865,553,2468,871,,,,
,Spain,,,,,,,,7700,3874
,Sri Lanka,,,,23640,10066,6606,2822,29708,19152
,Thailand,,,,10134,3843,,,5843,3939
,U.S.America,,622,299,931,492,,,288,112
,United Arab Emirates,,,,6959,3795,,,26437,3887
,United Kingdom,,390,144,3398,1678,,,1845,1042
59049000,"OTH FLOOR COVERINGS, LINOLEUM",SQM,,,4,2,,,,
,Seychelles,,,,4,2,,,,
59050000,TEXTILE WALL COVERINGS.,SQM,,,483,261,,,2266,3547
,Canada,,,,,,,,93,130
,China,,,,,,,,1171,1849
,U.S.America,,,,,,,,987,1559
,United Kingdom,,,,483,261,,,15,9
59061000,ADHESIVE TAPE < 20 CM,KG,,,9010,1926,20,4,160,89
,Bahrain,,,,9010,1926,,,,
,Djibouti,,,,,,,,140,85
,United Kingdom,,,,,,20,4,20,4
59069100,"RUBBERISED TEX FAB,KNIT/CROCH",KG,,,11688,4256,60,23,5526,1621
,China,,,,300,152,,,,
,France,,,,1255,387,,,410,166
,Germany,,,,,,,,950,318
,India,,,,604,317,,,340,114
,Malaysia,,,,,,,,1775,261
,Nicaragua,,,,,,,,811,272
,Poland,,,,1772,856,,,,
,Switzerland,,,,1115,357,,,,
,Turkey,,,,250,125,,,,
,U.S.America,,,,1130,354,60,23,640,252
,United Arab Emirates,,,,275,86,,,600,238
,United Kingdom,,,,4987,1621,,,,
59069900,"OTHER,RUBBERISED TEX FAB,N.S",KG,,,3600,1854,,,121380,9882
,China,,,,,,,,2000,899
,Ethiopia,,,,3325,1775,,,7000,570
,Italy,,,,,,,,2003,470
,Mozambique,,,,,,,,50,24
,Nicaragua,,,,,,,,108871,7621
,Sri Lanka,,,,,,,,820,251
,U.R.of Tanzania,,,,,,,,490,37
,United Kingdom,,,,25,8,,,146,10
,Viet Nam,,,,250,72,,,,
59070000,TEXTILE FABRICS O/W IMPG/COATD,KG,61,32,325502,152464,48463,22437,1180629,341238
,Bahrain,,,,,,,,8515,3784
,Bangladesh,,,,,,,,136168,30300
,Belgium,,,,,,,,998,354
,Denmark,,,,,,,,1075,144
,Djibouti,,,,,,,,145964,33729
,Greece,,,,,,,,2505,533
,Iraq,,,,,,,,13400,3257
,Jordan,,,,,,,,73015,15791
,Kenya,,,,480,247,,,,
,Kuwait,,,,270320,129798,44358,21180,459940,168954
,Lebanon,,,,,,,,30590,6262
,Morocco,,,,,,,,19400,5137
